Title,Price,Star Rating,Genre,Publication Year,Page Count
The Perfect Play (Play by Play #1),59.99,3,Memoir,2012,300
The Passion of Dolssa,28.32,5,Business,2014,350
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,History,2017,200
The Hunger Games (The Hunger Games #1),29.85,5,Mystery,2022,200
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,Self Help,2012,200
The Gunning of America: Business and the Making of American Gun Culture,16.81,4,Amazon,2015,400
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,Crime,1962,400
The Demonists (Demonist #1),52.11,2,Agriculture,2017,250
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,Science Fiction,2016,450
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,Aircraft,1971,400
The Beast (Black Dagger Brotherhood #14),46.08,5,Historical Figures,2012,250
Some Women,13.73,5,Ebooks,2017,250
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,Crime,2017,200
Paper and Fire (The Great Library #2),49.45,5,Religion,2019,200
Outlander (Outlander #1),19.67,5,Graphic NovelsGraphic Novels,2014,250
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,Historical Figures,1861,300
No One Here Gets Out Alive,20.02,5,Psychology,1998,400
Night Shift (Night Shift #1-20),12.75,4,Chick Lit,2021,130
Needful Things,47.51,4,Aeroplanes,1971,140
Mockingjay (The Hunger Games #3),20.44,4,Art,2017,350
Misery,34.79,2,Thriller,2017,200
Little Women (Little Women #1),28.07,4,Philosophy,1971,400
It,25.01,3,Religion,2022,350
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3,Horror,2014,200
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4,Travel,2021,250
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4,Historical Figures,1962,400
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5,Music,2016,200
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1,Business,2020,450
Gone with the Wind,32.49,3,Graphic NovelsGraphic Novels,2019,400
God Is Not Great: How Religion Poisons Everything,27.8,1,Thriller,2019,350
Girl With a Pearl Earring,26.77,1,Chick Lit,2014,200
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,4,Chick Lit,1861,200
Far From True (Promise Falls Trilogy #2),34.93,2,Memoir,2022,400
Dark Lover (Black Dagger Brotherhood #1),12.87,1,Crime,2022,400
Confessions of a Shopaholic (Shopaholic #1),48.94,2,Crime,2021,400
Changing the Game (Play by Play #2),13.38,3,Chick Lit,2020,250
Candide,58.63,3,Adventure,2012,200
Can You Keep a Secret?,21.94,1,Historical Figures,2019,400
Atlas Shrugged,26.58,5,Science,2010,300
Animal Farm,57.22,3,Horror,1861,400
A Walk to Remember,56.43,1,Comics,1990,400
A New Earth: Awakening to Your Life's Purpose,55.65,5,Romance,2014,250
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,1,Suspense,2010,200
'Salem's Lot,49.56,4,Religion,2010,300
Zero History (Blue Ant #3),34.77,1,Philosophy,2013,300
Wuthering Heights,17.73,3,Cookbooks,1971,130
World War Z: An Oral History of the Zombie War,21.8,1,Humor and ComedyHumor and Comedy,2016,130
Wild: From Lost to Found on the Pacific Crest Trail,46.02,3,Travel,1962,400
"Where'd You Go, Bernadette",18.13,1,Non-Fiction,2020,200
When You Are Engulfed in Flames,30.89,5,Sports,2018,200
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,3,Horror,2012,250
We Are All Completely Beside Ourselves,24.04,1,Aircraft,1861,250
Walk the Edge (Thunder Road #2),32.36,3,Fantasy,2014,400
Voyager (Outlander #3),21.07,5,Spirituality,2015,300
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,3,Ebooks,2020,450
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,2,Horror,1990,300
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,1,Aeroplanes,1982,400
Under the Banner of Heaven: A Story of Violent Faith,30.0,1,Alternate-History,2018,250
Two Boys Kissing,32.74,2,History,2010,200
Twilight (Twilight #1),41.93,2,Philosophy,1982,400
Twenties Girl,42.8,2,Suspense,2018,300
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,1,Science Fiction,2018,140
Three-Martini Lunch,23.21,3,Crime,2012,200
"Thinking, Fast and Slow",21.14,1,Romance,1962,400
The Wild Robot,56.07,3,Romance,2013,300
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,3,Self Help,2016,140
The Undomestic Goddess,45.75,4,Horror,2019,350
The Travelers,15.77,1,Paranormal,2016,140
The Tipping Point: How Little Things Can Make a Big Difference,10.02,2,Alternate-History,2019,300
The Thing About Jellyfish,48.77,1,Crime,1971,400
The Stand,57.86,2,Horror,2018,350
The Smitten Kitchen Cookbook,23.59,1,Manga,2016,250
The Silkworm (Cormoran Strike #2),23.05,5,Music,2019,300
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,5,Art,2019,250
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4,Self Help,2018,400
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,1,Non-Fiction,2010,400
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,3,Fantasy,1962,400
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1,Graphic NovelsGraphic Novels,2015,250
The Rest Is Noise: Listening to the Twentieth Century,34.77,1,Psychology,2021,450
The Red Tent,35.66,5,Travel,1971,250
The Purpose Driven Life: What on Earth Am I Here for?,37.19,3,Manga,2020,350
The Purest Hook (Second Circle Tattoos #3),12.25,1,Science Fiction,2013,250
The Picture of Dorian Gray,29.7,2,Mystery,2014,300
The Paris Wife,36.8,3,Classics,2021,250
The Obsession,45.43,1,Thriller,2014,300
The Nightingale,26.26,4,Suspense,2020,200
The New Guy (and Other Senior Year Distractions),44.92,3,Thriller,2021,140
The Nanny Diaries (Nanny #1),52.53,5,Manga,2017,400
The Name of God is Mercy,37.25,2,Historical Figures,2017,300
The Maze Runner (The Maze Runner #1),20.93,1,Agriculture,2017,300
The Lover's Dictionary,58.09,2,Suspense,2010,400
The Lonely Ones,43.59,5,Adventure,1971,450
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,Agriculture,1971,250
The Last Painting of Sara de Vos,55.55,2,Adventure,2016,350
"The Land of 10,000 Madonnas",29.64,4,Romance,1982,300
The Infinities,27.41,1,Contemporary,1998,400
The Husband's Secret,52.51,5,Historical Figures,1962,140
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3,Crime,2016,350
The Guns of August,14.54,2,Fiction,2021,300
The Guernsey Literary and Potato Peel Pie Society,49.53,1,Chick Lit,1982,250
The Goldfinch,43.58,3,Self Help,2015,350
The Giver (The Giver Quartet #1),12.3,1,Romance,1962,300
The Girl with All the Gifts,49.47,3,Science,1971,250
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2,Fantasy,2013,140
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1,Romance,2010,250
The Exiled,43.45,3,Sports,1971,400
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4,History,2015,400
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4,Mystery,1971,200
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5,Mystery,1962,200
The Devil Wears Prada (The Devil Wears Prada #1),44.29,1,Fantasy,1982,250
The Demon-Haunted World: Science as a Candle in the Dark,52.25,4,Suspense,2022,400
The Day the Crayons Came Home (Crayons),26.33,5,Travel,1998,300
The Da Vinci Code (Robert Langdon #2),22.96,2,Classics,2022,140
The Cuckoo's Calling (Cormoran Strike #1),19.21,1,Chick Lit,2016,250
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,4,Mystery,2014,450
The Complete Poems,41.32,5,Mystery,2017,250
The Catcher in the Rye,24.55,1,History,1982,300
The Cat in the Hat (Beginner Books B-1),16.26,2,Amazon,1971,200
The Case for Christ (Cases for Christianity),47.84,1,Classics,2021,400
The Book Thief,53.49,2,Historical Figures,2021,250
The Book of Basketball: The NBA According to The Sports Guy,44.84,5,Chick Lit,1990,300
The Blind Side: Evolution of a Game,53.71,5,Manga,2014,200
The Autobiography of Malcolm X,23.43,2,Comics,2020,250
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,3,Amazon,2019,250
The Art of Fielding,22.1,1,Horror,2016,200
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2,Romance,1998,250
Stiff: The Curious Lives of Human Cadavers,36.74,3,Alternate-History,2012,300
Spilled Milk: Based on a True Story,49.51,1,History,2021,300
Something Borrowed (Darcy & Rachel #1),48.96,5,Graphic NovelsGraphic Novels,2015,300
Something Blue (Darcy & Rachel #2),54.62,1,Horror,2018,300
Soldier (Talon #3),24.72,2,Memoir,2010,140
Shopaholic & Baby (Shopaholic #5),46.45,2,Religion,2020,140
Seven Days in the Art World,52.33,2,Self Help,2010,300
Seven Brief Lessons on Physics,30.6,4,Horror,2018,250
Scarlet (The Lunar Chronicles #2),14.57,4,Sports,2019,250
Sarah's Key,46.29,1,Travel,2016,140
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,Thriller,2020,200
Running with Scissors,12.91,4,Alternate-History,2020,250
Rogue Lawyer (Rogue Lawyer #1),50.11,3,Fantasy,1971,300
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,Children,2012,400
Rework,44.88,2,Non-Fiction,1990,400
Reservations for Two,11.1,3,Classics,2019,130
Red: The True Story of Red Riding Hood,28.54,3,Self Help,1998,250
Ready Player One,19.07,4,Alternate-History,2020,400
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,Horror,2013,250
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,Cookbooks,1962,400
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,Cookbooks,1962,140
Packing for Mars: The Curious Science of Life in the Void,56.68,2,Sports,2012,250
Outliers: The Story of Success,14.16,1,Fiction,2020,400
Original Fake,31.45,3,Historical Figures,2020,400
Orange Is the New Black,24.61,2,Fantasy,2020,130
One for the Money (Stephanie Plum #1),32.87,2,Thriller,2019,200
Notes from a Small Island (Notes From a Small Island #1),40.17,1,Children,1998,300
Night (The Night Trilogy #1),13.51,1,Fantasy,2012,200
Neither Here nor There: Travels in Europe,38.95,3,Cookbooks,2015,300
Naked,31.69,3,Chick Lit,2022,450
Morning Star (Red Rising #3),29.4,1,Horror,2014,300
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,Amazon,2015,200
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,Fiction,2017,200
Me Talk Pretty One Day,57.6,2,Memoir,2013,200
Manuscript Found in Accra,34.98,2,Graphic NovelsGraphic Novels,2019,400
Lust & Wonder,11.87,2,Fiction,1982,200
Lila (Gilead #3),12.47,3,Travel,1998,350
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,Amazon,2016,250
Life Without a Recipe,59.04,5,Crime,2012,400
Life After Life,26.13,2,Classics,2015,400
Letter to a Christian Nation,22.2,1,Science Fiction,2018,400
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,Manga,1861,400
Legend (Legend #1),43.69,4,Mystery,2014,130
"Lean In: Women, Work, and the Will to Lead",25.02,1,Science Fiction,1998,200
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,Manga,2022,400
Lady Renegades (Rebel Belle #3),53.04,5,Crime,2015,250
Jurassic Park (Jurassic Park #1),44.97,1,Spirituality,2012,250
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,History,2010,300
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,Paranormal,2010,400
Into the Wild,56.7,5,Spirituality,2012,300
Inferno (Robert Langdon #4),41.0,5,Romance,1990,300
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,Thriller,1971,140
If I Run (If I Run #1),49.97,4,Humor and ComedyHumor and Comedy,1990,300
I've Got Your Number,19.69,1,Travel,1971,250
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,Music,1990,200
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,Aeroplanes,2015,400
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,Crime,2021,400
House of Leaves,54.89,1,Non-Fiction,1971,140
Horrible Bear!,37.52,2,Chick Lit,2016,350
Holidays on Ice,51.07,2,Horror,2020,300
Heir to the Sky,44.07,4,Aircraft,2010,140
Green Eggs and Ham (Beginner Books B-16),10.79,4,Comics,1861,250
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,Horror,1962,250
Gratitude,26.66,5,Historical Figures,2014,350
Gone Girl,37.6,5,Manga,2016,250
Golden (Heart of Dread #3),42.21,4,Mystery,2022,300
Girl in the Blue Coat,46.83,2,Fantasy,1982,400
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,Chick Lit,2016,250
"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,Alternate-History,2020,300
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,Mystery,1990,130
Fifty Shades Freed (Fifty Shades #3),15.36,5,Comics,2018,400
Fellside,38.62,1,Mystery,2012,400
Extreme Prey (Lucas Davenport #26),25.4,3,Aircraft,2022,350
Eragon (The Inheritance Cycle #1),43.87,3,Children,2016,140
Eclipse (Twilight #3),18.74,1,Paranormal,2014,250
Dune (Dune #1),54.86,1,Travel,2020,300
Dracula,52.62,3,Adventure,1861,400
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,Classics,1998,400
Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,History,1990,350
Dead Wake: The Last Crossing of the Lusitania,39.24,5,Thriller,2016,250
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,Children,1990,250
Darkfever (Fever #1),56.02,1,Paranormal,1998,250
Dark Places,23.9,5,Art,2019,250
Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,Fantasy,2018,140
Counting Thyme,10.62,1,Self Help,2010,250
Cosmos,36.17,2,Sports,2019,200
Civilization and Its Discontents,59.95,2,Romance,2016,300
Cinder (The Lunar Chronicles #1),26.09,1,Mystery,2013,140
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,Romance,2014,400
Career of Evil (Cormoran Strike #3),24.72,2,Humor and ComedyHumor and Comedy,1998,300
Breaking Dawn (Twilight #4),35.28,5,Crime,1998,300
Brave Enough,51.32,5,Historical Figures,1990,200
Boy Meets Boy,21.12,3,Memoir,2022,130
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,Historical Figures,2017,300
Blink: The Power of Thinking Without Thinking,21.74,5,Religion,1962,400
Black Flags: The Rise of ISIS,40.87,1,Psychology,1982,400
"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,Classics,2015,200
Big Little Lies,22.11,1,History,2014,130
Between Shades of Gray,20.79,5,Poetry,2022,300
Best of My Love (Fool's Gold #20),27.41,2,Spirituality,1982,400
Beowulf,38.35,2,Paranormal,2013,300
Beautiful Creatures (Caster Chronicles #1),21.55,5,Romance,1971,250
Awkward,38.02,2,Horror,2012,300
Ash,22.06,4,Thriller,2010,300
Are We There Yet?,10.66,3,Crime,1982,200
Are We Smart Enough to Know How Smart Animals Are?,56.58,1,Poetry,2012,200
Annie on My Mind,36.83,5,Adventure,2010,200
And Then There Were None,35.01,2,Thriller,2018,140
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,Fantasy,2022,200
A Visit from the Goon Squad,14.08,5,Non-Fiction,1990,250
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,Agriculture,2016,300
A Heartbreaking Work of Staggering Genius,54.29,5,Suspense,1971,200
8 Keys to Mental Health Through Exercise,31.04,1,Chick Lit,2015,250
#GIRLBOSS,50.96,1,Music,1982,300
"The Suffragettes (Little Black Classics, #96)",11.89,2,Agriculture,2010,300
The Sense of an Ending,31.38,3,Non-Fiction,2018,200
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,Ebooks,2021,400
The Course of Love,16.78,3,Romance,1998,400
Sugar Rush (Offensive Line #2),24.42,1,Business,1962,200
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,Psychology,2019,140
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,Memoir,2010,300
New Moon (Twilight #2),12.86,4,Romance,2022,300
Life,31.58,5,Alternate-History,1962,400
Kindle Paperwhite User's Guide,34.0,3,Crime,2017,140
H is for Hawk,57.42,5,Mystery,2022,400
Girl Online On Tour (Girl Online #2),53.47,1,Science,2018,400
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,Horror,2018,300
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,History,2012,130
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,Biography,2014,200
While You Were Mine,41.32,5,Chick Lit,2022,200
Where Lightning Strikes (Bleeding Stars #3),39.77,3,Religion,2020,250
When I'm Gone,51.96,3,Sports,2017,300
Ways of Seeing,39.51,5,Poetry,1982,250
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,Psychology,2017,300
Vampire Girl (Vampire Girl #1),53.82,2,Mystery,1990,200
Twenty Love Poems and a Song of Despair,30.95,4,Fiction,2019,250
Travels with Charley: In Search of America,57.82,5,Manga,1962,400
Three Wishes (River of Time: California #1),44.18,2,Alternate-History,2022,200
This One Moment (Pushing Limits #1),48.71,1,Fantasy,1990,130
The Zombie Room,19.69,5,Romance,2019,400
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,Travel,2021,250
The Tumor,41.56,5,Psychology,2020,400
The Story of Hong Gildong,43.19,4,Historical Figures,2022,300
The Silent Wife,12.34,5,Self Help,1861,200
The Silent Twin (Detective Jennifer Knight #3),36.25,3,History,1861,250
The Selfish Gene,29.45,1,Poetry,2012,200
The Secret Healer,34.56,3,Science Fiction,2015,400
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,Mystery,2012,400
The Republic,33.78,3,Science,2020,400
The Odyssey,29.64,3,Humor and ComedyHumor and Comedy,2012,300
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,Science Fiction,1990,200
The Nicomachean Ethics,36.34,1,Spirituality,1861,200
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,Religion,2020,300
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,Romance,2021,300
The Little Prince,45.42,2,Horror,1962,250
The Light of the Fireflies,54.43,1,Manga,2013,300
The Last Girl (The Dominion Trilogy #1),36.26,2,Psychology,1861,200
The Iliad,16.16,1,Science,1971,400
The Hook Up (Game On #1),36.29,5,Romance,2019,400
The Haters,27.89,5,Paranormal,2016,400
The Girl You Lost,12.29,5,Travel,1861,140
The Girl In The Ice (DCI Erika Foster #1),15.85,3,Manga,2018,250
The End of the Jesus Era (An Investigation #1),14.4,1,Fiction,2019,140
The Edge of Reason (Bridget Jones #2),19.18,4,Comics,1982,350
The Complete Maus (Maus #1-2),10.64,3,Mystery,1962,200
The Communist Manifesto,14.76,3,Classics,1998,200
The Bhagavad Gita,57.49,3,Fantasy,2020,250
The Bette Davis Club,30.66,3,Adventure,1971,140
The Art of Not Breathing,40.83,4,Historical Figures,2018,200
Taking Shots (Assassins #1),18.88,2,Crime,2018,300
Starlark,25.83,3,Graphic NovelsGraphic Novels,2010,200
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,Memoir,2017,400
Sister Sable (The Mad Queen #1),13.33,3,Romance,2020,400
Shatter Me (Shatter Me #1),42.4,1,Agriculture,2020,200
Shameless,58.35,3,Psychology,2017,140
Shadow Rites (Jane Yellowrock #10),21.72,4,Cookbooks,2019,300
Settling the Score (The Summer Games #1),44.91,2,Historical Figures,2021,400
Sense and Sensibility,37.46,1,Travel,2015,400
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,Music,1982,400
"Rhythm, Chord & Malykhin",28.34,2,Travel,2022,250
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,Self Help,1971,200
Paradise Lost (Paradise #1),24.96,1,Business,2019,200
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,Suspense,2010,400
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,Spirituality,1861,450
Origins (Alphas 0.5),28.99,1,Crime,1990,300
One Second (Seven #7),52.94,2,Music,2021,300
On the Road (Duluoz Legend),32.36,3,Crime,2012,350
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,Religion,2018,200
Off Sides (Off #1),39.45,5,Fantasy,1998,300
Of Mice and Men,47.11,2,Fantasy,2021,200
Myriad (Prentor #1),58.75,4,Music,2013,140
My Perfect Mistake (Over the Top #1),38.92,2,Alternate-History,2022,300
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,Art,1982,300
Meditations,25.89,2,Philosophy,2010,300
Matilda,28.34,1,Historical Figures,1971,250
Lost Among the Living,27.7,4,Religion,2018,130
Lord of the Flies,24.89,3,Comics,2016,130
Listen to Me (Fusion #1),58.99,3,Cookbooks,1990,200
Kitchens of the Great Midwest,57.2,5,Poetry,1962,200
Jane Eyre,38.43,5,Business,1971,200
Imperfect Harmony,34.74,4,Horror,2015,300
Icing (Aces Hockey #2),40.44,4,Science,2018,200
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,Fantasy,2022,300
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,Thriller,2012,400
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,Thriller,2017,250
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,Memoir,1861,130
Frankenstein,38.0,2,Horror,2021,250
Forever Rockers (The Rocker #12),28.8,3,Science,2014,400
Fighting Fate (Fighting #6),39.24,3,Adventure,1861,400
Emma,32.93,2,Crime,2012,200
"Eat, Pray, Love",51.32,3,Horror,1998,250
Deep Under (Walker Security #1),47.09,5,History,2020,300
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,Travel,2018,300
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,Self Help,1962,250
Charity's Cross (Charles Towne Belles #4),41.24,1,Mystery,2014,400
Bright Lines,39.07,5,Thriller,1861,250
Bridget Jones's Diary (Bridget Jones #1),29.82,1,Self Help,2017,400
Bounty (Colorado Mountain #7),37.26,4,Romance,2013,350
Blood Defense (Samantha Brinkman #1),20.3,3,Amazon,2017,300
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,Fiction,1971,200
Beyond Good and Evil,43.38,1,Science Fiction,2021,250
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,Agriculture,2017,250
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,Comics,2014,350
A Spy's Devotion (The Regency Spies of London #1),16.97,5,Romance,2010,140
1st to Die (Women's Murder Club #1),53.98,1,Horror,1971,400
"1,000 Places to See Before You Die",26.08,5,Manga,1861,400
